rijbewijs_records	rijbewijs_records_user_id_fkey	FOREIGN KEY	user_id		
rijbewijs_records	rijbewijs_records_pkey	PRIMARY KEY	id		
rijbewijs_records	rijbewijs_records_user_id_key	UNIQUE	user_id		
risk_result	2200_102235_13_not_null	CHECK			
risk_result	2200_102235_15_not_null	CHECK			
risk_result	2200_102235_1_not_null	CHECK			
risk_result	2200_102235_3_not_null	CHECK			
risk_result	2200_102235_4_not_null	CHECK			
risk_result	2200_102235_5_not_null	CHECK			
risk_result	2200_102235_6_not_null	CHECK			
risk_result	2200_102235_7_not_null	CHECK			
risk_result	risk_result_survey_run_id_fkey	FOREIGN KEY	survey_run_id		
risk_result	risk_result_pkey	PRIMARY KEY	survey_run_id		
risk_result_tool	2200_102254_10_not_null	CHECK			
risk_result_tool	2200_102254_11_not_null	CHECK			
risk_result_tool	2200_102254_12_not_null	CHECK			
risk_result_tool	2200_102254_13_not_null	CHECK			
risk_result_tool	2200_102254_14_not_null	CHECK			
risk_result_tool	2200_102254_15_not_null	CHECK			
risk_result_tool	2200_102254_16_not_null	CHECK			
risk_result_tool	2200_102254_17_not_null	CHECK			
risk_result_tool	2200_102254_18_not_null	CHECK			
risk_result_tool	2200_102254_19_not_null	CHECK			
risk_result_tool	2200_102254_1_not_null	CHECK			
risk_result_tool	2200_102254_25_not_null	CHECK			
risk_result_tool	2200_102254_2_not_null	CHECK			
risk_result_tool	2200_102254_3_not_null	CHECK			
risk_result_tool	2200_102254_4_not_null	CHECK			
risk_result_tool	2200_102254_5_not_null	CHECK			
risk_result_tool	2200_102254_6_not_null	CHECK			
risk_result_tool	2200_102254_7_not_null	CHECK			
risk_result_tool	2200_102254_8_not_null	CHECK			
risk_result_tool	2200_102254_9_not_null	CHECK			
risk_result_tool	risk_result_tool_scoring_config_id_fkey	FOREIGN KEY	scoring_config_id		
risk_result_tool	risk_result_tool_survey_run_id_fkey	FOREIGN KEY	survey_run_id		
risk_result_tool	risk_result_tool_survey_tool_id_fkey	FOREIGN KEY	survey_tool_id		
risk_result_tool	risk_result_tool_pkey	PRIMARY KEY	survey_tool_id		
risk_result_tool	risk_result_tool_pkey	PRIMARY KEY	survey_run_id		
scan_scoring_config	2200_102209_12_not_null	CHECK			
scan_scoring_config	2200_102209_13_not_null	CHECK			
scan_scoring_config	2200_102209_1_not_null	CHECK			
scan_scoring_config	2200_102209_2_not_null	CHECK			
scan_scoring_config	2200_102209_4_not_null	CHECK			
scan_scoring_config	2200_102209_5_not_null	CHECK			
scan_scoring_config	2200_102209_6_not_null	CHECK			
scan_scoring_config	2200_102209_7_not_null	CHECK			
scan_scoring_config	2200_102209_8_not_null	CHECK			
scan_scoring_config	2200_102209_9_not_null	CHECK			
scan_scoring_config	scan_scoring_config_org_id_fkey	FOREIGN KEY	org_id		
scan_scoring_config	scan_scoring_config_wave_id_fkey	FOREIGN KEY	wave_id		
scan_scoring_config	scan_scoring_config_pkey	PRIMARY KEY	id		
shadow_survey_runs	2200_75725_1_not_null	CHECK			
shadow_survey_runs	2200_75725_2_not_null	CHECK			
shadow_survey_runs	2200_75725_4_not_null	CHECK			
shadow_survey_runs	shadow_survey_runs_ai_maturity_score_check	CHECK			
shadow_survey_runs	shadow_survey_runs_org_id_fkey	FOREIGN KEY	org_id		
shadow_survey_runs	shadow_survey_runs_user_id_fkey	FOREIGN KEY	user_id		
shadow_survey_runs	shadow_survey_runs_pkey	PRIMARY KEY	id		
survey_data_type	2200_102026_1_not_null	CHECK			
survey_data_type	2200_102026_2_not_null	CHECK			
survey_data_type	survey_data_type_survey_run_id_fkey	FOREIGN KEY	survey_run_id		
survey_data_type	survey_data_type_pkey	PRIMARY KEY	data_type_code		
survey_data_type	survey_data_type_pkey	PRIMARY KEY	survey_run_id		
survey_invite	2200_101946_1_not_null	CHECK			
survey_invite	2200_101946_3_not_null	CHECK			
survey_invite	2200_101946_4_not_null	CHECK			
survey_invite	2200_101946_7_not_null	CHECK			
survey_invite	2200_101946_9_not_null	CHECK			
survey_invite	survey_invite_org_id_fkey	FOREIGN KEY	org_id		
survey_invite	survey_invite_wave_id_fkey	FOREIGN KEY	wave_id		
survey_invite	survey_invite_pkey	PRIMARY KEY	id		
survey_invite	survey_invite_org_id_email_key	UNIQUE	org_id		
survey_invite	survey_invite_org_id_email_key	UNIQUE	email		
survey_motivation	2200_102016_1_not_null	CHECK			
survey_motivation	2200_102016_2_not_null	CHECK			
survey_motivation	survey_motivation_survey_run_id_fkey	FOREIGN KEY	survey_run_id		
survey_motivation	survey_motivation_pkey	PRIMARY KEY	survey_run_id		
survey_motivation	survey_motivation_pkey	PRIMARY KEY	motivation_code		
survey_participation	2200_101969_1_not_null	CHECK			
survey_participation	survey_participation_invite_id_fkey	FOREIGN KEY	invite_id		
survey_participation	survey_participation_survey_run_id_fkey	FOREIGN KEY	survey_run_id		
survey_participation	survey_participation_pkey	PRIMARY KEY	invite_id		
survey_profile	2200_102004_1_not_null	CHECK			
survey_profile	survey_profile_survey_run_id_fkey	FOREIGN KEY	survey_run_id		
survey_profile	survey_profile_pkey	PRIMARY KEY	survey_run_id		
survey_run	2200_101923_1_not_null	CHECK			
survey_run	2200_101923_3_not_null	CHECK			
survey_run	2200_101923_4_not_null	CHECK			
survey_run	chk_ambassador	CHECK			
survey_run	survey_run_org_id_fkey	FOREIGN KEY	org_id		
survey_run	survey_run_wave_id_fkey	FOREIGN KEY	wave_id		
survey_run	survey_run_pkey	PRIMARY KEY	id		
survey_support_need	2200_102124_1_not_null	CHECK			
survey_support_need	2200_102124_2_not_null	CHECK			
survey_support_need	survey_support_need_survey_run_id_fkey	FOREIGN KEY	survey_run_id		
survey_support_need	survey_support_need_pkey	PRIMARY KEY	support_need_code		
survey_support_need	survey_support_need_pkey	PRIMARY KEY	survey_run_id		
survey_tool	2200_102036_1_not_null	CHECK			
survey_tool	2200_102036_2_not_null	CHECK			
survey_tool	2200_102036_4_not_null	CHECK			
survey_tool	2200_102036_5_not_null	CHECK			
survey_tool	survey_tool_survey_run_id_fkey	FOREIGN KEY	survey_run_id		
survey_tool	survey_tool_pkey	PRIMARY KEY	id		
survey_tool_account	2200_102094_1_not_null	CHECK			
survey_tool_account	2200_102094_2_not_null	CHECK			
survey_tool_account	survey_tool_account_survey_tool_id_fkey	FOREIGN KEY	survey_tool_id		
survey_tool_account	survey_tool_account_pkey	PRIMARY KEY	survey_tool_id		
survey_tool_preference_reason	2200_102104_1_not_null	CHECK			
survey_tool_preference_reason	2200_102104_2_not_null	CHECK			
survey_tool_preference_reason	survey_tool_preference_reason_survey_run_id_fkey	FOREIGN KEY	survey_run_id		
survey_tool_preference_reason	survey_tool_preference_reason_pkey	PRIMARY KEY	survey_run_id		
survey_tool_preference_reason	survey_tool_preference_reason_pkey	PRIMARY KEY	preference_reason_code		
survey_tool_use_case	2200_102048_1_not_null	CHECK			
survey_tool_use_case	2200_102048_2_not_null	CHECK			
survey_tool_use_case	2200_102048_3_not_null	CHECK			
survey_tool_use_case	survey_tool_use_case_survey_tool_id_fkey	FOREIGN KEY	survey_tool_id		
survey_tool_use_case	survey_tool_use_case_use_case_code_fkey	FOREIGN KEY	use_case_code		
survey_tool_use_case	survey_tool_use_case_pkey	PRIMARY KEY	id		
