public	tool_catalog_discovery	idx_tool_catalog_discovery_org	CREATE INDEX idx_tool_catalog_discovery_org ON public.tool_catalog_discovery USING btree (org_id)
public	tool_catalog_discovery	idx_tool_catalog_discovery_status	CREATE INDEX idx_tool_catalog_discovery_status ON public.tool_catalog_discovery USING btree (review_status)
public	tool_catalog_discovery	tool_catalog_discovery_pkey	CREATE UNIQUE INDEX tool_catalog_discovery_pkey ON public.tool_catalog_discovery USING btree (id)
public	tool_discoveries	idx_tool_discoveries_org	CREATE INDEX idx_tool_discoveries_org ON public.tool_discoveries USING btree (org_id)
public	tool_discoveries	idx_tool_discoveries_org_risk_class	CREATE INDEX idx_tool_discoveries_org_risk_class ON public.tool_discoveries USING btree (org_id, application_risk_class)
public	tool_discoveries	idx_tool_discoveries_resulting_tool	CREATE INDEX idx_tool_discoveries_resulting_tool ON public.tool_discoveries USING btree (resulting_tool_id)
public	tool_discoveries	idx_tool_discoveries_status	CREATE INDEX idx_tool_discoveries_status ON public.tool_discoveries USING btree (review_status)
public	tool_discoveries	tool_discoveries_pkey	CREATE UNIQUE INDEX tool_discoveries_pkey ON public.tool_discoveries USING btree (id)
public	tools_library	idx_tools_library_category	CREATE INDEX idx_tools_library_category ON public.tools_library USING btree (category)
public	tools_library	idx_tools_library_gpai	CREATE INDEX idx_tools_library_gpai ON public.tools_library USING btree (gpai_status)
public	tools_library	idx_tools_library_org	CREATE INDEX idx_tools_library_org ON public.tools_library USING btree (org_id)
public	tools_library	idx_tools_library_status	CREATE INDEX idx_tools_library_status ON public.tools_library USING btree (status)
public	tools_library	idx_tools_library_vendor	CREATE INDEX idx_tools_library_vendor ON public.tools_library USING btree (vendor)
public	tools_library	tools_library_pkey	CREATE UNIQUE INDEX tools_library_pkey ON public.tools_library USING btree (id)
public	user_badges	idx_user_badges_org_id	CREATE INDEX idx_user_badges_org_id ON public.user_badges USING btree (org_id)
public	user_badges	idx_user_badges_user_id	CREATE INDEX idx_user_badges_user_id ON public.user_badges USING btree (user_id)
public	user_badges	user_badges_pkey	CREATE UNIQUE INDEX user_badges_pkey ON public.user_badges USING btree (id)
public	user_badges	user_badges_user_id_badge_type_key	CREATE UNIQUE INDEX user_badges_user_id_badge_type_key ON public.user_badges USING btree (user_id, badge_type)
public	user_course_completions	idx_user_course_completions_user	CREATE INDEX idx_user_course_completions_user ON public.user_course_completions USING btree (user_id)
public	user_course_completions	unique_user_course_completion	CREATE UNIQUE INDEX unique_user_course_completion ON public.user_course_completions USING btree (user_id, course_id)
public	user_course_completions	user_course_completions_pkey	CREATE UNIQUE INDEX user_course_completions_pkey ON public.user_course_completions USING btree (id)
public	user_course_completions	user_course_completions_user_id_course_id_key	CREATE UNIQUE INDEX user_course_completions_user_id_course_id_key ON public.user_course_completions USING btree (user_id, course_id)
public	user_course_progress	idx_user_course_progress_user	CREATE INDEX idx_user_course_progress_user ON public.user_course_progress USING btree (user_id)
